"Name","Latitude","Longitude","Address"
"University of Pittsburgh at Greensburg",40.2758996604875,-79.5333162121085,"University of Pittsburgh at Greensburg, 150, Finoli Drive, Maplewood Terrace, South Greensburg, Westmoreland County, Pennsylvania, 15601, United States"
"University of Pittsburgh at Titusville",41.6294571175541,-79.6643382881722,"University of Pittsburgh at Titusville, East Walnut Street, Titusville, Crawford County, Pennsylvania, 16354, United States"
"Widener University Commonwealth Law School",40.323009989189,-76.8540854116354,"Widener University Commonwealth Law School, 3800, Vartan Way, Woodridge Estates, Harrisburg, Dauphin County, Pennsylvania, 17110, United States"
"LECOM Education Center",42.0766397298687,-80.1313261193984,"LECOM Education Center, 2951, West 38th Street, Royal Villa, Calico Fields, Millcreek Township, Erie County, Pennsylvania, 16506, United States"
"Saint Francis University",40.5052639842397,-78.6387630298168,"Saint Francis University, 117, Evergreen Drive, Loretto, Cambria County, Pennsylvania, 15940, United States"
"Salus University",40.0862570876029,-75.1296036644435,"Salus University, Breyer Drive, Cheltenham Township, Montgomery County, Pennsylvania, 19027, United States"
"Lock Haven University",41.0157485203247,-78.3971573087593,"Lock Haven University, University Drive, Golden Rod Farms, Lawrence Township, Clearfield County, Pennsylvania, 16830, United States"
"University of Pittsburgh at Johnstown",40.2692741312713,-78.8430616949205,"University of Pittsburgh at Johnstown, Schoolhouse Road, Richland Township, Cambria County, Pennsylvania, 15904, United States"
"McGowan Institute for Regenerative Medicine",40.4246855265534,-79.9627212351602,"McGowan Institute for Regenerative Medicine, Sarah Street, South Side Flats, Pittsburgh, Allegheny County, Pennsylvania, 15203, United States"
"530 Melwood property",40.4572465984254,-79.9540139658824,"530 Melwood property, Melwood Avenue, North Oakland, Pittsburgh, Allegheny County, Pennsylvania, 15213, United States"
"College Gardens Apartment Complex",40.4535270159159,-79.9279242411626,"College Gardens Apartment Complex, Walnut Street, Shadyside, Pittsburgh, Allegheny County, Pennsylvania, 15206, United States"
"Bloomsburg University",41.0085444569173,-76.447195007894,"400, East 2nd Street, Bloomsburg, Columbia County, Pennsylvania, 17815, United States"
"Bloomsburg University of Pennsylvania",41.0166469031712,-76.4488313065227,"Penn Street, Bloomsburg, Columbia County, Pennsylvania, 17815, United States"
"Misericordia University Upper Campus",41.3455066747133,-75.9711238876602,"Misericordia University, Lang Street, Dallas, Luzerne County, Pennsylvania, 18612, United States"
"Machell Avenue Residence Hall",41.3356802130675,-75.9641388831502,"Machell Avenue Residence Hall, Machell Avenue, Druid Hills, Dallas, Luzerne County, Pennsylvania, 18612, United States"
"Misericordia University Lower Campus",41.3386314936907,-75.9658294681528,"Misericordia University Lower Campus, Lang Street, Dallas, Luzerne County, Pennsylvania, 18612, United States"
"Misericordia University Lower Campus Residence",41.3398344790306,-75.9658296883269,"Misericordia University Lower Campus Residence, Lake Street, Dallas, Luzerne County, Pennsylvania, 18612, United States"
"University",40.6906172129207,-75.2093774612497,"Alpha Building, 30, Pine Street, Downtown, Easton, Northampton County, Pennsylvania, 18042, United States"
"University",40.7010165960072,-75.2027724257557,"Brodhead Street, College Hill, Easton, Northampton County, Pennsylvania, 18042, United States"
"University",40.7302855011769,-75.2355593727261,"Newlins Mill Road West, Forks Township, Northampton County, Pennsylvania, 18040, United States"
"University",40.7038990818008,-75.2108145920087,"Catherine Street, College Hill, Easton, Northampton County, Pennsylvania, 18042, United States"
"Max Kade House",40.7032101770276,-75.2088798027298,"Lafayette College, 730, High Street, College Hill, Easton, Northampton County, Pennsylvania, 18042, United States"
"Susquehanna University",40.7975993,-76.8654551,"Susquehanna University, Liberty Alley, Dogtown, Selinsgrove, Snyder County, Pennsylvania, 17870, United States"
"Lehigh University Mountaintop Campus",40.6009997,-75.3611801,"Lehigh University Mountaintop Campus, Research Drive, South Bethlehem, Bethlehem, Northampton County, Pennsylvania, 18015, United States"
"Lehigh University Goodman Campus",40.5867794,-75.3568536,"Lehigh University Goodman Campus, Goodman Drive, Bethlehem, Northampton County, Pennsylvania, 18015, United States"
"Eureka Building",40.4384579,-79.961056,"Eureka Building, Halket Street, Central Oakland, Pittsburgh, Allegheny County, Pennsylvania, 15213, United States"
"Saint Francis University",40.5034672,-78.6382564,"Saint Francis University, 117, Evergreen Drive, Loretto, Cambria County, Pennsylvania, 15940, United States"
"Saint Vincent College",40.2931256,-79.4014257,"Saint Vincent College, Beatty County Road, Beatty, Unity Township, Westmoreland County, Pennsylvania, 15601, United States"
"Jennings Environmental Education Center",41.0092231,-80.0025899,"Jennings Environmental Education Center, Woodwhisper Trail, Brady Township, Butler County, Pennsylvania, United States"
"Elliots School",40.2792541,-77.1072015,"Elliots School, Bernheisel Bridge Road, Middlesex Township, Cumberland County, Pennsylvania, 17013, United States"
"University of Phoenix Wayne Campus",40.0803793,-75.4005492,"University of Phoenix Wayne Campus, Devon Park Drive, King of Prussia, Upper Merion Township, Montgomery County, Pennsylvania, 19087, United States"
"Strayer University",40.0914307,-75.3931509,"Strayer University, Mall Boulevard, Lafayette Park, King of Prussia, Upper Merion Township, Montgomery County, Pennsylvania, 19406, United States"
"Temple University Harrisburg",40.2624115,-76.881117,"Temple University Harrisburg, North 4th Street, SoMa, Harrisburg, Dauphin County, Pennsylvania, 17126, United States"
"University of Pennsylvania",39.9532499,-75.1938411,"University of Pennsylvania, 3451, Walnut Street, University City, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States"
"University of Phoenix",40.4290725,-79.8129135,"University of Phoenix, Penn Center Boulevard, Penn Center East, Oak Hill, Wilkins Township, Allegheny County, Pennsylvania, 15145, United States"
"Salus University",40.0861718,-75.1293941,"Salus University, 8360, Old York Road, Cheltenham Township, Montgomery County, Pennsylvania, 19027, United States"
"Old Main",40.120513,-77.5446639,"Old Main, Shippensburg Road, Shippensburg Township, Cumberland County, Pennsylvania, 17257, United States"
"Salk Pavillion",40.4431414,-79.9632379,"Salk Pavillion, Sutherland Drive, West Oakland, Pittsburgh, Allegheny County, Pennsylvania, 15261, United States"
"Lafayette College Admissions Office",40.6994731,-75.2098091,"Lafayette College Admissions Office, High Street, College Hill, Easton, Northampton County, Pennsylvania, 18042, United States"
"Campus Sign",39.9465607,-79.6561374,"Campus Sign, University Drive, North Union Township, Fayette County, Pennsylvania, 15456, United States"
"Nittany Lion Statue",39.9465019,-79.6578985,"Nittany Lion Statue, University Drive, North Union Township, Fayette County, Pennsylvania, 15465, United States"
"Lebanon Valley College",40.3324015,-76.5143645,"North Ulrich Street, Annville, Lebanon County, Pennsylvania, 17003, United States"
"Swanson School of Engineering",40.4438736,-79.9586265,"Swanson School of Engineering, 3700, O'Hara Street, Schenley Farms Historic District, North Oakland, Pittsburgh, Allegheny County, Pennsylvania, 15213, United States"
"Jaffe",39.9527472,-75.192951,"University of Pennsylvania, South Bambrey Street, Schuylkill, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States"
"Villanova University",40.03575,-75.3401787,"Villanova University, East Lancaster Avenue, Villanova, Radnor, Radnor Township, Delaware County, Pennsylvania, 19010, United States"
"University of Pennsylvania School of Veterinary Medicine",39.9508966,-75.200049,"University of Pennsylvania School of Veterinary Medicine, 3900, Spruce Street, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States"
"University of Pittsburgh Innovation Institute",40.4403882,-79.9583539,"University of Pittsburgh Innovation Institute, 200, Meyran Avenue, Oakland, Central Oakland, Pittsburgh, Allegheny County, Pennsylvania, 15213, United States"
"Lafayette College Office of Information Technology Services",40.6906012,-75.2094133,"Lafayette College Office of Information Technology Services, 730, High Street, College Hill, Easton, Northampton County, Pennsylvania, 18042, United States"
"Lafayette College Office of Community Engagement",40.6906409,-75.2094187,"Alpha Building, 30, Pine Street, Downtown, Easton, Northampton County, Pennsylvania, 18042, United States"
"Lafayette College Office of Communications",40.6905636,-75.2094093,"Lafayette College Office of Communications, 730, High Street, College Hill, Easton, Northampton County, Pennsylvania, 18042, United States"
"Lafayette College Office of Admissions",40.6906734,-75.2094227,"Alpha Building, 30, Pine Street, Downtown, Easton, Northampton County, Pennsylvania, 18042, United States"
"University of Pittsburgh at Johnstown",40.2674567,-78.8347083,"University of Pittsburgh at Johnstown, 450, Schoolhouse Road, Johnstown, Cambria County, Pennsylvania, 15904, United States"
"Gannon University",42.1281052,-80.0867293,"Gannon University, 109, West 7th Street, Downtown Erie, Erie, Erie County, Pennsylvania, 16541, United States"
"Reformed Presbyterian Theological Seminary",40.447418,-79.8976958,"Reformed Presbyterian Theological Seminary, 7418, Penn Avenue, Point Breeze South, Pittsburgh, Allegheny County, Pennsylvania, 15208, United States"
"Winter Visual Arts Center",40.0438632,-76.3205503,"Winter Visual Arts Center, 825, Buchanan Avenue, College Park, Lancaster, Lancaster County, Pennsylvania, 17604, United States"
